timestamp,x,y,z,User,Epilepsy
1654852051766.8496,-0.223,0.9620000000000001,-0.08,0,0
1654852051866.577,-0.222,0.9420000000000001,-0.05,0,0
1654852052989.2954,-0.032,0.89,-0.33,0,0
1654852052989.8416,-0.081,0.9229999999999999,-0.39,0,0
1654852052990.173,-0.145,1.042,-0.48,0,0
1654852053091.5122,-0.2,1.102,-0.54,0,0
1654852053092.0696,-0.31,1.035,-0.48,0,0
1654852053092.425,-0.295,0.938,-0.49,0,0
1654852053092.7903,-0.278,0.96,-0.46,0,0
1654852053093.1582,-0.255,0.977,-0.37,0,0
1654852053093.5266,-0.226,0.929,-0.3,0,0
1654852053093.894,-0.213,0.9620000000000001,-0.27,0,0
1654852053193.0671,-0.242,0.985,-0.19,0,0
1654852053193.6155,-0.253,0.912,-0.15,0,0
1654852053193.9604,-0.255,0.956,-0.11,0,0
1654852053194.32,-0.13,1.0959999999999999,-0.01,0,0
1654852053194.6553,-0.10800000000000001,1.1320000000000001,0.033,0,0
1654852053194.9993,-0.086,1.16,0.11699999999999999,0,0
1654852053195.308,-0.076,1.1320000000000001,0.174,0,0
1654852053195.6416,-0.071,1.022,0.174,0,0
1654852053239.423,-0.08,0.9279999999999999,0.174,0,0
1654852053240.0413,-0.079,0.831,0.168,0,0
1654852053240.357,-0.092,0.7879999999999999,0.163,0,0
1654852053240.6409,-0.095,0.762,0.161,0,0
1654852053240.9492,-0.08800000000000001,0.767,0.121,0,0
1654852053241.2578,-0.10300000000000001,0.823,0.07,0,0
1654852053241.5312,-0.124,0.8490000000000001,0.023,0,0
1654852053241.8218,-0.152,0.889,-0.0,0,0
1654852053242.1653,-0.158,0.9570000000000001,-0.05,0,0
1654852053242.4436,-0.159,1.0,-0.09,0,0
1654852053303.9404,-0.045,0.7829999999999999,0.09,0,0
1654852053304.5198,-0.05,0.764,0.059000000000000004,0,0
1654852053304.9402,-0.057,0.7290000000000001,0.034,0,0
1654852053305.2822,-0.069,0.6779999999999999,0.027000000000000003,0,0
1654852053403.345,-0.075,0.621,0.03,0,0
1654852053403.9226,-0.083,0.6459999999999999,0.024,0,0
1654852053404.396,-0.08199999999999999,0.6779999999999999,0.011000000000000001,0,0
1654852053404.7493,-0.087,0.6940000000000001,-0.0,0,0
1654852053405.1064,-0.11199999999999999,0.653,0.03,0,0
1654852053405.4473,-0.131,0.631,-0.03,0,0
1654852053405.7588,-0.172,0.6809999999999999,-0.06,0,0
1654852053406.084,-0.265,0.8,-0.16,0,0
1654852053406.41,-0.32,0.6729999999999999,-0.05,0,0
1654852054629.72,-0.086,0.855,0.129,0,0
1654852054630.2373,-0.062,0.818,0.109,0,0
1654852054630.5603,-0.045,0.7829999999999999,0.09,0,0
1654852054630.9546,-0.05,0.764,0.059000000000000004,0,0
1654852054631.2778,-0.057,0.7290000000000001,0.034,0,0
1654852054731.0544,-0.083,0.6459999999999999,0.024,0,0
1654852054731.706,-0.08199999999999999,0.6779999999999999,0.011000000000000001,0,0
1654852054732.1577,-0.087,0.6940000000000001,-0.0,0,0
1654852054732.5017,-0.09699999999999999,0.674,0.012,0,0
1654852054732.8716,-0.11199999999999999,0.653,0.03,0,0
1654852054733.2434,-0.131,0.631,-0.03,0,0
1654852054733.5674,-0.172,0.6809999999999999,-0.06,0,0
1654852054733.9285,-0.737,0.6940000000000001,-0.13,0,0
1654852054734.2512,-0.7559999999999999,0.693,-0.16,0,0
1654852054841.4226,-0.767,0.9229999999999999,-0.34,0,0
1654852054843.811,-0.7759999999999999,0.8859999999999999,-0.44,0,0
1654852054845.6377,-0.767,0.727,-0.38,0,0
1654852054845.9954,-0.7659999999999999,0.5920000000000001,-0.29,0,0
1654852054846.3203,-0.763,0.63,-0.3,0,0
1654852054846.6843,-0.762,0.792,-0.34,0,0
1654852054847.0034,-0.795,0.904,-0.38,0,0
1654852054847.3274,-0.794,0.861,-0.34,0,0
1654852054847.7097,-0.7959999999999999,0.767,-0.28,0,0
1654852054847.9873,-0.845,0.875,-0.23,0,0
1654852054848.2432,-0.841,0.807,-0.17,0,0
1654852054848.512,-0.828,0.7829999999999999,-0.13,0,0
1654852054848.7974,-0.818,0.8170000000000001,-0.08,0,0
1654852054937.9705,-0.344,0.7559999999999999,0.092,0,0
1654852054938.7068,-0.335,0.787,0.055,0,0
1654852054939.095,-0.33899999999999997,0.762,0.068,0,0
1654852054939.4858,-0.35700000000000004,0.777,0.07200000000000001,0,0
1654852054939.8806,-0.375,0.7879999999999999,0.067,0,0
1654852054940.2449,-0.40700000000000003,0.7909999999999999,-0.0,0,0
1654852054940.6306,-0.41700000000000004,0.746,-0.04,0,0
1654852054941.0642,-0.426,0.732,-0.03,0,0
1654852054941.4011,-0.431,0.6890000000000001,-0.04,0,0
1654852054941.8003,-0.431,0.621,-0.05,0,0
1654852055043.111,-0.442,0.595,-0.07,0,0
1654852055043.9731,-0.493,0.614,-0.17,0,0
1654852055044.3394,-0.565,0.687,-0.2,0,0
1654852055044.7007,-0.601,0.723,-0.22,0,0
1654852055045.1335,-0.593,0.519,-0.23,0,0
1654852055045.5098,-0.5710000000000001,0.41600000000000004,-0.21,0,0
1654852056264.9587,-0.344,0.7559999999999999,0.092,0,0
1654852056265.633,-0.335,0.787,0.055,0,0
1654852056266.087,-0.33899999999999997,0.762,0.068,0,0
1654852056266.5474,-0.35700000000000004,0.777,0.07200000000000001,0,0
1654852056266.8984,-0.375,0.7879999999999999,0.067,0,0
1654852056366.623,-0.39299999999999996,0.787,0.044000000000000004,0,0
1654852056367.3818,-0.40700000000000003,0.7909999999999999,-0.0,0,0
1654852056367.7822,-0.41700000000000004,0.746,-0.04,0,0
1654852056368.2144,-0.431,0.621,-0.05,0,0
1654852056368.595,-0.442,0.595,-0.07,0,0
1654852056368.9412,-0.493,0.614,-0.17,0,0
1654852056369.286,-0.565,0.687,-0.2,0,0
1654852056369.625,-0.735,0.72,-0.21,0,0
1654852056369.9685,-0.7120000000000001,0.563,-0.21,0,0
1654852056370.2974,-0.688,0.53,-0.21,0,0
1654852056370.6294,-0.672,0.611,-0.22,0,0
1654852056370.9702,-0.696,0.67,-0.22,0,0
1654852056371.3086,-0.7040000000000001,0.745,-0.2,0,0
1654852056469.8535,-0.6990000000000001,0.6920000000000001,-0.22,0,0
1654852056470.5718,-0.696,0.628,-0.23,0,0
1654852056470.9624,-0.6990000000000001,0.621,-0.24,0,0
1654852056471.331,-0.7020000000000001,0.616,-0.24,0,0
1654852056471.6858,-0.6940000000000001,0.624,-0.25,0,0
1654852056472.0305,-0.688,0.617,-0.25,0,0
1654852056472.3618,-0.6729999999999999,0.596,-0.25,0,0
1654852056572.7366,-0.657,0.5529999999999999,-0.26,0,0
1654852056573.4092,-0.727,0.638,-0.28,0,0
1654852056573.8271,-0.711,0.775,-0.25,0,0
1654852056574.2,-0.7290000000000001,0.7979999999999999,-0.24,0,0
1654852056574.5542,-0.759,0.797,-0.22,0,0
1654852056574.9214,-0.649,0.981,-0.14,0,0
1654852056675.2178,-0.605,1.099,-0.15,0,0
1654852056676.0183,-0.611,1.048,-0.16,0,0
1654852056676.3662,-0.665,0.795,-0.1,0,0
1654852056676.7258,-0.67,0.7340000000000001,-0.06,0,0
1654852056677.0652,-0.63,0.664,-0.06,0,0
1654852056677.3894,-0.542,0.7020000000000001,-0.06,0,0
1654852056677.7324,-0.495,0.693,-0.07,0,0
1654852056777.0044,-0.479,0.565,-0.09,0,0
1654852056777.5178,-0.47200000000000003,0.451,-0.11,0,0
1654852056777.9038,-0.46,0.34600000000000003,-0.11,0,0
1654852057808.1064,-0.711,0.775,-0.25,0,0
1654852057808.6682,-0.7290000000000001,0.7979999999999999,-0.24,0,0
1654852057809.0244,-0.759,0.797,-0.22,0,0
1654852057809.39,-0.758,0.838,-0.2,0,0
1654852057809.7087,-0.722,0.8759999999999999,-0.17,0,0
1654852057810.11,-0.649,0.981,-0.14,0,0
1654852057810.4329,-0.605,1.099,-0.15,0,0
1654852057810.7046,-0.611,1.048,-0.16,0,0
1654852057907.2368,-0.64,0.899,-0.16,0,0
1654852057907.7705,-0.665,0.795,-0.1,0,0
1654852057908.1294,-0.67,0.7340000000000001,-0.06,0,0
1654852057908.4302,-0.63,0.664,-0.06,0,0
1654852057908.7114,-0.634,0.87,0.003,0,0
1654852057908.9958,-0.6809999999999999,0.8759999999999999,-0.03,0,0
1654852057909.2754,-0.7070000000000001,0.934,-0.04,0,0
1654852057909.5686,-0.696,1.016,-0.06,0,0
1654852058009.261,-0.6779999999999999,1.021,-0.06,0,0
1654852058009.7715,-0.6729999999999999,1.031,-0.09,0,0
1654852058010.1812,-0.6920000000000001,1.005,-0.14,0,0
1654852058010.4807,-0.643,0.777,-0.18,0,0
1654852058010.786,-0.5820000000000001,0.778,-0.2,0,0
1654852058011.0728,-0.53,0.8,-0.19,0,0
1654852058011.3457,-0.5,0.785,-0.15,0,0
1654852058011.6252,-0.499,0.759,-0.09,0,0
1654852058011.9392,-0.503,0.722,-0.07,0,0
1654852058113.1882,-0.47,0.606,-0.09,0,0
1654852058113.6956,-0.40399999999999997,0.596,-0.1,0,0
1654852058114.012,-0.368,0.6709999999999999,-0.08,0,0
1654852058114.3774,-0.551,0.917,-0.05,0,0
1654852058114.6873,-0.5489999999999999,0.9209999999999999,-0.07,0,0
1654852058114.9963,-0.555,0.903,-0.07,0,0
1654852058115.304,-0.555,0.922,-0.06,0,0
1654852058115.6292,-0.5479999999999999,0.9309999999999999,-0.06,0,0
1654852058115.9468,-0.561,0.9490000000000001,-0.06,0,0
1654852058234.3774,-0.5660000000000001,0.91,-0.06,0,0
1654852058236.3865,-0.55,0.875,-0.06,0,0
1654852058238.0571,-0.527,0.853,-0.06,0,0
1654852058239.8909,-0.51,0.943,-0.06,0,0
1654852058241.6265,-0.525,0.965,-0.05,0,0
1654852058243.3335,-0.5479999999999999,0.9470000000000001,-0.05,0,0
1654852058245.3418,-0.584,0.917,-0.05,0,0
1654852058246.9268,-0.613,0.845,-0.04,0,0
1654852058248.643,-0.606,0.816,-0.04,0,0
1654852058316.6392,-0.578,0.813,-0.05,0,0
1654852059543.1968,-0.555,0.9009999999999999,-0.01,0,0
1654852059543.9346,-0.551,0.917,-0.05,0,0
1654852059544.2915,-0.5489999999999999,0.9209999999999999,-0.07,0,0
1654852059544.6494,-0.555,0.903,-0.07,0,0
1654852059545.017,-0.555,0.922,-0.06,0,0
1654852059545.3745,-0.5479999999999999,0.9309999999999999,-0.06,0,0
1654852059545.6926,-0.561,0.9490000000000001,-0.06,0,0
1654852059546.0046,-0.5660000000000001,0.91,-0.06,0,0
1654852059546.3206,-0.55,0.875,-0.06,0,0
1654852059546.6333,-0.527,0.853,-0.06,0,0
1654852059546.965,-0.512,0.879,-0.06,0,0
1654852059547.2688,-0.51,0.943,-0.06,0,0
1654852059647.0537,-0.525,0.965,-0.05,0,0
1654852059649.1482,-0.32899999999999996,0.919,0.062,0,0
1654852059651.0078,-0.38799999999999996,0.986,0.038,0,0
1654852059652.7412,-0.429,0.9540000000000001,0.011000000000000001,0,0
1654852059654.5437,-0.442,0.898,-0.04,0,0
1654852059656.205,-0.43700000000000006,0.872,-0.1,0,0
1654852059657.9065,-0.42700000000000005,0.879,-0.15,0,0
1654852059659.471,-0.423,0.92,-0.2,0,0
1654852059661.1755,-0.43799999999999994,0.924,-0.27,0,0
1654852059749.3596,-0.49,0.892,-0.25,0,0
1654852059751.9692,-0.525,0.9109999999999999,-0.27,0,0
1654852059752.4275,-0.51,0.9570000000000001,-0.25,0,0
1654852059752.7507,-0.488,0.971,-0.21,0,0
1654852059753.086,-0.45399999999999996,0.953,-0.17,0,0
1654852059753.4119,-0.405,0.9279999999999999,-0.15,0,0
1654852059753.7358,-0.36700000000000005,0.932,-0.11,0,0
1654852059754.2583,-0.34600000000000003,0.9109999999999999,-0.06,0,0
1654852059754.617,-0.349,0.932,0.002,0,0
1654852059755.0017,-0.35100000000000003,0.951,0.055999999999999994,0,0
1654852059851.163,-0.305,1.01,0.066,0,0
1654852059853.2517,-0.311,1.008,0.051,0,0
1654852059854.961,-0.315,0.983,0.035,0,0
1654852059855.424,-0.304,0.899,0.011000000000000001,0,0
1654852059855.7292,-0.289,0.871,0.019,0,0
1654852059856.0554,-0.268,0.866,0.059000000000000004,0,0
1654852059856.502,-0.255,0.8759999999999999,0.08199999999999999,0,0
1654852059856.9355,-0.245,0.938,0.102,0,0
1654852059857.2637,-0.25,1.041,0.073,0,0
1654852059951.6646,-0.349,1.145,0.098,0,0
1654852059952.3591,-0.386,1.084,0.08900000000000001,0,0
1654852059952.874,-0.4,0.991,0.068,0,0
1654852059953.2595,-0.401,0.9990000000000001,0.067,0,0
1654852059953.6414,-0.402,1.031,0.062,0,0
1654852059954.0193,-0.38299999999999995,1.0,0.057999999999999996,0,0
1654852059954.4116,-0.35600000000000004,0.914,0.045,0,0
1654852061078.7844,-0.303,1.008,0.11199999999999999,0,0
1654852061079.402,-0.305,1.01,0.066,0,0
1654852061079.7725,-0.311,1.008,0.051,0,0
1654852061080.1348,-0.315,0.983,0.035,0,0
1654852061181.5874,-0.289,0.871,0.019,0,0
1654852061182.7454,-0.268,0.866,0.059000000000000004,0,0
1654852061183.257,-0.255,0.8759999999999999,0.08199999999999999,0,0
1654852061183.6091,-0.245,0.938,0.102,0,0
1654852061183.9832,-0.25,1.041,0.073,0,0
1654852061184.3489,-0.287,1.139,0.073,0,0
1654852061184.7097,-0.349,1.145,0.098,0,0
1654852061185.0857,-0.386,1.084,0.08900000000000001,0,0
1654852061282.9517,-0.4,0.991,0.068,0,0
1654852061283.5508,-0.285,0.759,0.237,0,0
1654852061283.923,-0.305,0.8079999999999999,0.255,0,0
1654852061284.2651,-0.344,0.866,0.294,0,0
1654852061284.6177,-0.375,0.892,0.265,0,0
1654852061285.0,-0.39399999999999996,0.872,0.19899999999999998,0,0
1654852061285.3145,-0.41100000000000003,0.863,0.168,0,0
1654852061285.636,-0.41700000000000004,0.866,0.149,0,0
1654852061385.8647,-0.408,0.855,0.152,0,0
1654852061386.6028,-0.402,0.8740000000000001,0.162,0,0
1654852061387.1355,-0.41600000000000004,0.894,0.125,0,0
1654852061387.4854,-0.429,0.8859999999999999,0.114,0,0
1654852061387.8435,-0.42700000000000005,0.875,0.098,0,0
1654852061388.2205,-0.42200000000000004,0.894,0.099,0,0
1654852061388.5566,-0.42,0.934,0.11699999999999999,0,0
1654852061388.9053,-0.415,0.937,0.13,0,0
1654852061487.871,-0.39299999999999996,0.91,0.136,0,0
1654852061488.4656,-0.23399999999999999,0.966,0.254,0,0
1654852061488.821,-0.249,0.993,0.273,0,0
1654852061489.1428,-0.3,0.9840000000000001,0.324,0,0
1654852061489.4507,-0.281,0.99,0.312,0,0
1654852061489.7842,-0.243,0.985,0.29600000000000004,0,0
1654852061490.1226,-0.243,0.986,0.258,0,0
1654852061490.4463,-0.272,1.033,0.146,0,0
1654852061490.7666,-0.301,1.018,0.07400000000000001,0,0
1654852061491.106,-0.316,0.96,0.085,0,0
1654852061491.4275,-0.342,0.9490000000000001,0.127,0,0
1654852061491.7483,-0.359,0.943,0.11199999999999999,0,0
1654852061492.1003,-0.35600000000000004,0.9329999999999999,0.065,0,0
1654852061590.2705,-0.355,0.903,0.043,0,0
1654852061590.8782,-0.345,0.894,0.012,0,0
1654852061591.2512,-0.337,0.818,-0.01,0,0
1654852061591.6292,-0.34,0.784,-0.01,0,0
1654852061591.9695,-0.353,0.78,0.008,0,0
1654852062717.5251,-0.233,0.966,0.254,0,0
1654852062718.0898,-0.249,0.993,0.273,0,0
1654852062718.3943,-0.28,0.983,0.297,0,0
1654852062718.715,-0.3,0.9840000000000001,0.324,0,0
1654852062819.39,-0.281,0.99,0.312,0,0
1654852062820.007,-0.272,1.033,0.146,0,0
1654852062820.2908,-0.301,1.018,0.07400000000000001,0,0
1654852062820.6216,-0.316,0.96,0.085,0,0
1654852062820.8948,-0.342,0.9490000000000001,0.127,0,0
1654852062821.1926,-0.359,0.943,0.11199999999999999,0,0
1654852062821.5564,-0.35600000000000004,0.9329999999999999,0.065,0,0
1654852062865.071,-0.225,1.069,0.165,0,0
1654852062865.8408,-0.215,1.055,0.16399999999999998,0,0
1654852062866.336,-0.21899999999999997,1.08,0.138,0,0
1654852062866.8972,-0.223,1.101,0.128,0,0
1654852062867.5095,-0.20800000000000002,1.002,0.047,0,0
1654852062867.9912,-0.2,0.914,0.038,0,0
1654852062868.3115,-0.19899999999999998,0.9179999999999999,0.062,0,0
1654852062868.6714,-0.2,0.9520000000000001,0.07,0,0
1654852062868.9934,-0.20600000000000002,0.9890000000000001,0.08,0,0
1654852062926.1519,-0.22399999999999998,1.0390000000000001,0.09699999999999999,0,0
1654852062926.7432,-0.23600000000000002,1.042,0.10300000000000001,0,0
1654852062927.1355,-0.222,0.9840000000000001,0.115,0,0
1654852063028.9626,-0.21100000000000002,0.953,0.107,0,0
1654852063029.4631,-0.187,0.9640000000000001,0.11800000000000001,0,0
1654852063029.7842,-0.133,0.607,0.061,0,0
1654852063030.1028,-0.105,0.611,0.073,0,0
1654852063030.3909,-0.087,0.615,0.073,0,0
1654852063030.6997,-0.102,0.6709999999999999,0.047,0,0
1654852063030.9875,-0.11800000000000001,0.586,0.031,0,0
1654852063031.2625,-0.134,0.47,0.015,0,0
1654852063031.558,-0.233,0.395,0.086,0,0
1654852063131.0488,-0.305,0.379,0.109,0,0
1654852063131.6382,-0.395,0.42,0.091,0,0
1654852063131.9941,-0.48100000000000004,0.573,0.08800000000000001,0,0
1654852063132.4258,-0.57,0.898,0.154,0,0
1654852063132.762,-0.79,1.168,0.158,0,0
1654852063133.0732,-0.8490000000000001,1.198,0.213,0,0
1654852063133.3884,-0.89,1.288,0.263,0,0
1654852063133.7107,-0.879,1.3019999999999998,0.244,0,0
1654852064355.4143,-0.133,0.607,0.061,0,0
1654852064356.1948,-0.105,0.611,0.073,0,0
1654852064356.6318,-0.087,0.615,0.073,0,0
1654852064357.0017,-0.098,0.732,0.09,0,0
1654852064457.999,-0.102,0.6709999999999999,0.047,0,0
1654852064458.7266,-0.11800000000000001,0.586,0.031,0,0
1654852064459.1658,-0.134,0.47,0.015,0,0
1654852064459.594,-0.233,0.395,0.086,0,0
1654852064460.0383,-0.305,0.379,0.109,0,0
1654852064460.479,-0.395,0.42,0.091,0,0
1654852064460.9294,-0.48100000000000004,0.573,0.08800000000000001,0,0
1654852064461.3464,-0.57,0.898,0.154,0,0
1654852064461.7246,-0.679,1.137,0.166,0,0
1654852064462.0776,-0.504,1.18,-0.4,0,0
1654852064462.4468,-0.449,1.052,-0.36,0,0
1654852064462.8296,-0.353,0.887,-0.2,0,0
1654852064560.369,-0.353,0.8370000000000001,-0.13,0,0
1654852064560.931,-0.35100000000000003,0.838,-0.07,0,0
1654852064561.3037,-0.369,0.9159999999999999,-0.0,0,0
1654852064561.6675,-0.4,0.961,0.048,0,0
1654852064562.0305,-0.431,0.97,0.114,0,0
1654852064562.4038,-0.45799999999999996,0.965,0.152,0,0
1654852064562.8286,-0.45899999999999996,0.9209999999999999,0.157,0,0
1654852064663.0198,-0.43200000000000005,0.909,0.159,0,0
1654852064663.6282,-0.373,0.878,0.182,0,0
1654852064663.99,-0.354,0.838,0.18100000000000002,0,0
1654852064664.3196,-0.35200000000000004,0.816,0.155,0,0
1654852064664.6318,-0.395,0.64,0.125,0,0
1654852064664.9446,-0.33399999999999996,0.87,-0.09,0,0
1654852064665.2483,-0.353,0.86,-0.05,0,0
1654852064665.5825,-0.369,0.85,0.013999999999999999,0,0
1654852064766.095,-0.34700000000000003,0.792,0.016,0,0
1654852064766.7266,-0.33799999999999997,0.828,0.017,0,0
1654852064767.1292,-0.363,0.9229999999999999,0.06,0,0
1654852064767.4912,-0.40700000000000003,0.9940000000000001,0.10099999999999999,0,0
1654852064767.837,-0.418,1.002,0.11800000000000001,0,0
1654852064768.1592,-0.41600000000000004,0.968,0.08800000000000001,0,0
1654852064768.5466,-0.41200000000000003,0.9309999999999999,0.043,0,0
1654852064768.8782,-0.426,0.98,0.03,0,0
1654852064812.289,-0.435,0.958,0.057999999999999996,0,0
1654852064814.0752,-0.423,0.851,0.08,0,0
1654852064814.4192,-0.401,0.8,0.057999999999999996,0,0
1654852064814.7568,-0.39,0.757,0.013000000000000001,0,0
1654852065995.4355,-0.332,0.87,-0.09,0,0
1654852065996.3665,-0.353,0.86,-0.05,0,0
1654852065997.0774,-0.369,0.85,0.013999999999999999,0,0
1654852065997.4453,-0.375,0.8320000000000001,0.055,0,0
1654852065997.7214,-0.365,0.805,0.045,0,0
1654852065998.0212,-0.34700000000000003,0.792,0.016,0,0
1654852066097.3948,-0.33799999999999997,0.828,0.017,0,0
1654852066099.6587,-0.363,0.9229999999999999,0.06,0,0
1654852066100.4487,-0.418,1.002,0.11800000000000001,0,0
1654852066100.785,-0.41600000000000004,0.968,0.08800000000000001,0,0
1654852066101.1223,-0.41200000000000003,0.9309999999999999,0.043,0,0
1654852066101.4438,-0.426,0.98,0.03,0,0
1654852066101.7751,-0.435,0.958,0.057999999999999996,0,0
1654852066198.1182,-0.365,0.996,-0.03,0,0
1654852066199.3232,-0.363,0.973,-0.02,0,0
1654852066200.0674,-0.36200000000000004,0.93,-0.03,0,0
1654852066200.7805,-0.363,0.87,-0.03,0,0
1654852066201.3884,-0.361,0.866,-0.03,0,0
1654852066201.7346,-0.355,0.892,-0.02,0,0
1654852066202.1006,-0.344,0.8759999999999999,-0.0,0,0
1654852066300.5186,-0.326,0.85,0.0,0,0
1654852066301.0928,-0.309,0.809,-0.0,0,0
1654852066301.4507,-0.29100000000000004,0.777,-0.02,0,0
1654852066301.7844,-0.267,0.8220000000000001,-0.01,0,0
1654852066302.1719,-0.27399999999999997,0.847,0.008,0,0
1654852066302.509,-0.284,0.865,0.022000000000000002,0,0
1654852066302.9434,-0.27899999999999997,0.8759999999999999,0.013999999999999999,0,0
1654852066410.4702,-0.275,0.8340000000000001,-0.01,0,0
1654852066411.044,-0.267,1.032,0.016,0,0
1654852066411.413,-0.259,1.034,0.033,0,0
1654852066411.7527,-0.231,0.909,0.024,0,0
1654852066412.0984,-0.256,0.97,0.027999999999999997,0,0
1654852066412.4438,-0.282,1.024,0.046,0,0
1654852066412.7722,-0.305,1.068,0.035,0,0
1654852066413.1003,-0.317,1.048,-0.01,0,0
1654852066413.5032,-0.348,1.004,-0.03,0,0
1654852066413.8506,-0.34299999999999997,0.9540000000000001,-0.02,0,0
1654852066414.2507,-0.33399999999999996,0.914,-0.03,0,0
1654852066511.6597,-0.293,0.8240000000000001,-0.07,0,0
1654852067633.6611,-0.266,1.032,0.016,0,0
1654852067634.2554,-0.259,1.034,0.033,0,0
1654852067634.6145,-0.25,1.008,0.027999999999999997,0,0
1654852067634.9795,-0.23600000000000002,0.9670000000000001,0.024,0,0
1654852067737.11,-0.231,0.909,0.024,0,0
